SacredUtils : String0001 = "Sie aktualisieren auf Version";
SacredUtils : String0002 = "Voiceover";
SacredUtils : String0003 = "GUI Sprache";
SacredUtils : String0004 = "Laden von Archiven";
SacredUtils : String0005 = "Komponente wird installiert";
SacredUtils : String0006 = "Auspacken und installieren";
SacredUtils : String0007 = "DELETE";
SacredUtils : String0008 = "INSTALL";
SacredUtils : String0009 = "IN PROCESS";
SacredUtils : String0010 = "COMPLETED";
SacredUtils : String0011 = "ERROR";
SacredUtils : String0012 = "Farbe auswahlen:";
SacredUtils : String0013 = "Komponenten installieren.";
SacredUtils : String0014 = "Die Installationsgeschwindigkeit hangt von Ihrem Internet ab.";
SacredUtils : String0015 = "Nach der Installation schlie?t sich das Fenster und Sie konnen spielen.";
SacredUtils : String0016 = "Wahrend der Installation nicht ausschalten, lieber etwas trinken.";
SacredUtils : String0017 = "Laden.";
SacredUtils : String0018 = "Laden von Komponenten und Uberprufen von Dateien.";
SacredUtils : String0019 = "Ehrlich, es dauert maximal 2 zu 4.";
SacredUtils : String0020 = "SacredUtils (Release).";
SacredUtils : String0021 = "Category.";
SacredUtils : String0022 = "Einstellungen.";
SacredUtils : String0023 = "< Wahlen Sie, was Sie konfigurieren mochten. />";
SacredUtils : String0024 = "  Grafikeinstellungen.";
SacredUtils : String0025 = "  Grafikeinstellungen.";
SacredUtils : String0026 = "  Soundeinstellungen.";
SacredUtils : String0027 = "  Netzwerkeinstellungen.";
SacredUtils : String0028 = "  Netzwerkeinstellungen.";
SacredUtils : String0029 = "  Chat Einstellungen.";
SacredUtils : String0030 = "  Spieleinstellungen.";
SacredUtils : String0031 = "  Spieleinstellungen.";
SacredUtils : String0032 = "  Schriftarten einrichten.";
SacredUtils : String0033 = "  Andere Einstellungen.";
SacredUtils : String0034 = "  Modify Sacred.";
SacredUtils : String0035 = "  SacredUtils Settings.";
SacredUtils : String0036 = "  Uber SacredUtils.";
SacredUtils : String0037 = "  Run Sacred.";
SacredUtils : String0038 = "  Neu ladenEinstellungen.";
SacredUtils : String0039 = "128Mbit Speicher Grafikkarte.";
SacredUtils : String0040 = "Bildglattung.";
SacredUtils : String0041 = "Videokompatibilitatsmodus.";
SacredUtils : String0042 = "32 Bit Farbtiefe.";
SacredUtils : String0043 = "Vertikale Synchronisation.";
SacredUtils : String0044 = "Vollbildmodus.";
SacredUtils : String0045 = "Forced black shadows.";
SacredUtils : String0046 = "Filme anzeigen.";
SacredUtils : String0047 = "Grafikqualitat.";
SacredUtils : String0048 = "Transparenz der Karte.";
SacredUtils : String0049 = "Die Dunkelheit der Nacht.";
SacredUtils : String0050 = "Das Spiel beginnt.";
SacredUtils : String0051 = "Bild speichern \ lade das Spiel.";
SacredUtils : String0052 = "Interface language.";
SacredUtils : String0053 = "Klangqualitat.";
SacredUtils : String0054 = "Musiklautstarke.";
SacredUtils : String0055 = "Lautstarke der Effekte.";
SacredUtils : String0056 = "Sprachlautstarke.";
SacredUtils : String0057 = "Sound aktivieren.";
SacredUtils : String0058 = "Sprachsprache.";
SacredUtils : String0059 = "Niedrig";
SacredUtils : String0060 = "Durchschnitt";
SacredUtils : String0061 = "Hoch";
SacredUtils : String0062 = "Russisch";
SacredUtils : String0063 = "Englisch";
SacredUtils : String0064 = "Deutsch";
SacredUtils : String0065 = "Spanisch";
SacredUtils : String0066 = "Franzosisch";
SacredUtils : String0067 = "Verstecke den CD Key.";
SacredUtils : String0068 = "Heldeninformation.";
SacredUtils : String0069 = "In Leiter exportieren (Veraltet)";
SacredUtils : String0070 = "Lizenz akzeptieren.";
SacredUtils : String0071 = "Netzwerkprotokollierung.";
SacredUtils : String0072 = "Verbindungstyp.";
SacredUtils : String0073 = "IP Adresse und Port.";
SacredUtils : String0074 = "Servername.";
SacredUtils : String0075 = "Spitzname des Spiels.";
SacredUtils : String0076 = "Server Passwort.";
SacredUtils : String0077 = "Netzwerkspiel-Lobby.";
SacredUtils : String0078 = "DSL \ Cable \ LAN";
SacredUtils : String0079 = "Modem \ ISDN";
SacredUtils : String0080 = "ProtocolFix";
SacredUtils : String0081 = "Anzahl der Zeilen im Chat.";
SacredUtils : String0082 = "Textverzogerung im Chat.";
SacredUtils : String0083 = "Chat-Transparenz.";
SacredUtils : String0084 = "Mehrfarbiger Chat.";
SacredUtils : String0085 = "Spieldopingleiste.";
SacredUtils : String0086 = "Enemies information.";
SacredUtils : String0087 = "Pickup-Animation.";
SacredUtils : String0088 = "Autosave.";
SacredUtils : String0089 = "Erdbebeneffekt.";
SacredUtils : String0090 = "Auswahl der Standardfertigkeiten.";
SacredUtils : String0091 = "Nebel des Krieges auf einer Minikarte.";
SacredUtils : String0092 = "Schriften glatten.";
SacredUtils : String0093 = "Font Filtering.";
SacredUtils : String0094 = "Protokollierung aktivieren.";
SacredUtils : String0095 = "Damage type icons.";
SacredUtils : String0096 = "Auto-Tuning fur den Gegner.";
SacredUtils : String0097 = "Gewalt (Beschreibung lesen).";
SacredUtils : String0098 = "Slots kombinieren.";
SacredUtils : String0099 = "Schriftname.";
SacredUtils : String0100 = "Beispieltext.";
SacredUtils : String0101 = "AHTUNG! Wird verwendet, um die Gro?e automatisch anzupassen.";
SacredUtils : String0103 = "Einstellungen automatisch anpassen.";
SacredUtils : String0104 = "Automatische Speicherverzogerung.";
SacredUtils : String0105 = "Der Prozentsatz des Aussehens des Flashs.";
SacredUtils : String0106 = "Alle sammeln.";
SacredUtils : String0107 = "Nur Gold und Dinge.";
SacredUtils : String0108 = "Nur Gold.";
SacredUtils : String0109 = "VeteranMod by UFO.";
SacredUtils : String0110 = "VeteranMod von MairwunNx (DragonFix).";
SacredUtils : String0111 = "Heilige Aktualisierung auf 2.29.14.";
SacredUtils : String0112 = "GameServer MulticoreFix.";
SacredUtils : String0113 = "Decompile global.res.";
SacredUtils : String0114 = "Kompiliere global.res.";
SacredUtils : String0115 = "Updates automatisch installieren.";
